4.702911674976348877e-01	0.000000000000000000e+00
3.066433668136596680e-01	0.000000000000000000e+00
4.368159547448158264e-02	0.000000000000000000e+00
8.465273380279541016e-01	1.000000000000000000e+00
8.771301507949829102e-01	1.000000000000000000e+00
1.018370509147644043e+00	1.000000000000000000e+00
3.759567737579345703e-01	0.000000000000000000e+00
9.727487564086914062e-01	1.000000000000000000e+00
6.465058773756027222e-03	0.000000000000000000e+00
9.461095929145812988e-01	1.000000000000000000e+00
1.009662985801696777e+00	1.000000000000000000e+00
-1.295446306467056274e-01	0.000000000000000000e+00
1.173045486211776733e-01	0.000000000000000000e+00
6.930482387542724609e-01	0.000000000000000000e+00
3.395060896873474121e-01	0.000000000000000000e+00
9.725152254104614258e-01	1.000000000000000000e+00
-2.843228727579116821e-02	0.000000000000000000e+00
1.580671519041061401e-01	0.000000000000000000e+00
5.948573946952819824e-01	1.000000000000000000e+00
9.000299572944641113e-01	0.000000000000000000e+00
1.055161118507385254e+00	1.000000000000000000e+00
9.671204090118408203e-01	1.000000000000000000e+00
1.592439562082290649e-01	0.000000000000000000e+00
9.424163699150085449e-01	1.000000000000000000e+00
5.905091762542724609e-01	1.000000000000000000e+00
5.267070606350898743e-02	0.000000000000000000e+00
3.491683676838874817e-02	0.000000000000000000e+00
9.847462177276611328e-01	1.000000000000000000e+00
7.630927562713623047e-01	1.000000000000000000e+00
9.889954328536987305e-01	1.000000000000000000e+00
1.073001861572265625e+00	1.000000000000000000e+00
3.034974038600921631e-01	0.000000000000000000e+00
1.000354051589965820e+00	1.000000000000000000e+00
9.741296768188476562e-01	1.000000000000000000e+00
3.274413645267486572e-01	0.000000000000000000e+00
-5.378108471632003784e-03	0.000000000000000000e+00
6.703494787216186523e-01	0.000000000000000000e+00
6.374346017837524414e-01	1.000000000000000000e+00
-8.639861643314361572e-02	0.000000000000000000e+00
9.782160520553588867e-01	1.000000000000000000e+00
8.359484076499938965e-01	1.000000000000000000e+00
2.265886217355728149e-01	0.000000000000000000e+00
9.756919145584106445e-01	1.000000000000000000e+00
4.065091907978057861e-01	0.000000000000000000e+00
9.768304824829101562e-01	1.000000000000000000e+00
7.213143706321716309e-01	0.000000000000000000e+00
9.909311532974243164e-01	1.000000000000000000e+00
5.275988951325416565e-02	0.000000000000000000e+00
-1.604885980486869812e-02	0.000000000000000000e+00
1.795039474964141846e-01	0.000000000000000000e+00
8.395028114318847656e-01	1.000000000000000000e+00
9.885131120681762695e-01	0.000000000000000000e+00
2.738517895340919495e-02	0.000000000000000000e+00
9.285548925399780273e-01	1.000000000000000000e+00
1.045483827590942383e+00	1.000000000000000000e+00
1.048097372055053711e+00	1.000000000000000000e+00
-3.446678444743156433e-02	0.000000000000000000e+00
4.361685812473297119e-01	0.000000000000000000e+00
1.007445335388183594e+00	1.000000000000000000e+00
1.554011255502700806e-01	0.000000000000000000e+00
8.924473822116851807e-02	0.000000000000000000e+00
-2.568108960986137390e-02	0.000000000000000000e+00
5.068391561508178711e-01	0.000000000000000000e+00
