1	2
1	3
1	5
1	8
1	9
1	12
1	14
1	16
1	18
1	20
1	21
1	31
1	34
1	35
1	39
1	44
1	56
1	60
1	62
1	63
1	92
1	120
1	158
1	161
1	325
1	328
2	3
2	5
2	6
2	9
2	14
2	20
2	35
2	40
2	46
2	55
2	59
2	67
2	101
2	105
2	143
2	158
2	183
2	185
2	238
2	353
3	5
3	42
6	3
6	9
6	59
6	85
6	93
9	3
9	5
9	6
9	9
9	13
9	15
9	20
9	27
9	31
9	32
9	34
9	35
9	37
9	39
9	46
9	47
9	48
9	49
9	63
9	66
9	67
9	68
9	79
9	101
9	102
9	103
9	105
9	107
9	118
9	119
9	126
9	132
9	281
9	362
11	23
11	46
12	6
13	3
13	9
13	352
14	3
14	5
14	6
14	9
14	14
14	16
14	20
14	28
14	31
14	40
14	44
14	46
14	51
14	56
14	67
14	91
14	92
14	105
14	113
14	116
14	126
14	143
14	158
14	186
15	9
15	40
15	105
17	4
17	5
17	6
17	9
17	20
17	31
17	32
17	34
17	48
17	88
17	102
17	105
17	282
17	331
18	42
19	3
19	5
19	9
19	35
19	48
19	64
20	27
20	40
20	46
20	91
20	99
21	3
21	6
21	9
21	34
21	183
21	231
22	9
22	14
22	32
22	35
22	212
22	214
23	3
23	9
23	64
23	113
24	3
24	5
24	9
24	46
24	105
25	1
25	3
25	5
25	6
25	9
25	23
25	47
25	57
25	66
25	67
25	95
25	132
25	158
26	183
27	3
27	9
27	14
27	18
27	30
27	46
27	81
28	5
28	9
28	12
28	27
28	31
28	34
28	35
28	90
28	115
28	162
29	1
29	85
30	40
31	3
31	9
31	46
31	105
32	3
32	9
32	192
33	3
33	34
33	58
34	3
34	4
34	6
34	9
34	11
34	13
34	14
34	16
34	20
34	33
34	35
34	40
34	41
34	42
34	44
34	50
34	54
34	64
34	83
34	91
34	107
34	142
34	154
34	158
34	183
34	277
34	328
35	3
35	5
35	6
35	9
35	23
35	32
35	35
35	40
35	48
35	54
35	62
35	64
35	66
35	67
35	76
35	81
35	102
35	206
35	279
36	5
36	9
36	55
36	67
37	2
37	3
37	6
37	9
37	14
37	18
37	20
37	31
37	34
37	35
37	40
37	41
37	46
37	50
37	67
37	121
37	158
39	67
40	59
41	2
41	3
41	5
41	9
41	32
41	46
41	59
41	105
42	5
42	9
42	35
42	46
42	56
42	192
43	2
43	3
43	4
43	5
43	6
43	9
43	14
43	16
43	20
43	21
43	23
43	27
43	28
43	31
43	34
43	35
43	40
43	41
43	43
43	46
43	48
43	50
43	51
43	54
43	56
43	57
43	61
43	63
43	65
43	66
43	67
43	68
43	77
43	90
43	91
43	92
43	100
43	102
43	105
43	110
43	115
43	116
43	124
43	132
43	154
43	161
43	169
43	172
43	173
43	182
43	183
43	212
43	214
43	222
43	223
43	225
43	240
43	243
43	248
43	250
43	255
44	223
45	9
46	9
46	31
46	40
46	60
46	88
47	1
47	3
47	5
47	6
47	9
47	10
47	14
47	18
47	27
47	34
47	35
47	37
47	41
47	43
47	44
47	46
47	50
47	60
47	63
47	67
47	77
47	86
47	105
47	125
47	183
47	222
49	3
50	1
50	2
50	3
50	4
50	6
50	8
50	9
50	14
50	15
50	20
50	21
50	28
50	31
50	34
50	35
50	40
50	41
50	42
50	43
50	46
50	47
50	50
50	55
50	59
50	60
50	62
50	65
50	67
50	75
50	105
50	113
50	159
50	164
50	220
50	223
50	287
51	1
51	2
51	3
51	4
51	5
51	6
51	14
51	16
51	21
51	34
51	38
51	40
